ANO  USIN    JAN    FEV    MAR    ABR    MAI    JUN    JUL    AGO    SET    OUT    NOV    DEZ
XXXX  XXX XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X
2022   38   0.00   0.00   0.00   0.00   0.00  -9.43 -10.72 -10.28 -10.07  -4.06 -10.39  -1.37    1     Usos_Consuntivos - A.S. LIMA
2023   38  -4.35  -1.37  -2.13  -7.33  -4.87  -9.63 -10.95 -10.50 -10.28  -4.14 -10.62  -1.39    1     
2024   38  -4.43  -1.39  -2.16  -7.48  -4.96  -9.83 -11.18 -10.72 -10.50  -4.22 -10.84  -1.41    1     
2025   38  -4.51  -1.41  -2.20  -7.63  -5.06 -10.04 -11.42 -10.94 -10.72  -4.30 -11.07  -1.42    1     
2026   38  -4.60  -1.42  -2.23  -7.78  -5.15 -10.24 -11.65 -11.17 -10.94  -4.38 -11.29  -1.44    1     
2022   39   0.00   0.00   0.00   0.00   0.00  -7.51  -8.48  -8.14  -6.69  -2.31  -9.29  -1.69    1     Usos_Consuntivos - IBITINGA
2023   39  -3.44  -1.83  -2.40  -5.17  -4.10  -7.66  -8.65  -8.31  -6.82  -2.34  -9.48  -1.70    1     
2024   39  -3.50  -1.85  -2.43  -5.26  -4.17  -7.82  -8.82  -8.47  -6.96  -2.37  -9.67  -1.72    1     
2025   39  -3.56  -1.87  -2.47  -5.36  -4.24  -7.97  -9.00  -8.64  -7.09  -2.40  -9.87  -1.74    1     
2026   39  -3.61  -1.89  -2.50  -5.45  -4.31  -8.12  -9.17  -8.81  -7.22  -2.44 -10.06  -1.75    1     
2022   40   0.00   0.00   0.00   0.00   0.00  -4.99  -5.54  -4.83  -5.50  -2.08  -3.36  -0.86    1     Usos_Consuntivos - PROMISSAO
2023   40  -1.21  -0.86  -1.40  -3.47  -2.99  -5.09  -5.65  -4.92  -5.61  -2.11  -3.43  -0.87    1     
2024   40  -1.23  -0.87  -1.41  -3.54  -3.04  -5.18  -5.77  -5.02  -5.72  -2.14  -3.49  -0.87    1     
2025   40  -1.24  -0.87  -1.43  -3.60  -3.09  -5.28  -5.88  -5.11  -5.83  -2.18  -3.55  -0.88    1     
2026   40  -1.25  -0.88  -1.45  -3.66  -3.14  -5.38  -5.99  -5.21  -5.95  -2.21  -3.61  -0.88    1     
2022   42   0.00   0.00   0.00   0.00   0.00  -5.84  -6.59  -5.71  -6.58  -3.00  -3.96  -0.45    1     Usos_Consuntivos - NAVANHANDAVA
2023   42  -1.94  -0.45  -1.66  -4.14  -3.70  -5.97  -6.73  -5.84  -6.72  -3.06  -4.04  -0.45    1     
2024   42  -1.98  -0.45  -1.69  -4.23  -3.77  -6.09  -6.88  -5.96  -6.87  -3.13  -4.12  -0.45    1     
2025   42  -2.01  -0.45  -1.72  -4.31  -3.85  -6.22  -7.02  -6.09  -7.01  -3.19  -4.21  -0.45    1     
2026   42  -2.05  -0.45  -1.75  -4.40  -3.92  -6.35  -7.16  -6.21  -7.16  -3.25  -4.29  -0.46    1     
2022   34   0.00   0.00   0.00   0.00   0.00  -5.71  -5.90  -5.33  -4.65  -3.58  -5.00  -1.87    1     Usos_Consuntivos - I. SOLTEIRA
2023   34  -3.18  -2.47  -2.45  -3.96  -4.28  -5.82  -6.02  -5.43  -4.73  -3.63  -5.09  -1.88    1     
2024   34  -3.22  -2.50  -2.47  -4.03  -4.35  -5.93  -6.13  -5.53  -4.81  -3.68  -5.18  -1.89    1     
2025   34  -3.26  -2.52  -2.49  -4.09  -4.42  -6.04  -6.24  -5.63  -4.89  -3.73  -5.27  -1.89    1     
2026   34  -3.30  -2.54  -2.51  -4.15  -4.49  -6.15  -6.36  -5.72  -4.97  -3.78  -5.36  -1.90    1     
2022   43   0.00   0.00   0.00   0.00   0.00  -6.59  -7.59  -6.12  -6.31  -3.56  -5.06  -1.01    1     Usos_Consuntivos - TRES IRMAOS
2023   43  -2.47  -1.01  -1.56  -4.14  -4.51  -6.73  -7.75  -6.24  -6.44  -3.62  -5.16  -1.02    1     
2024   43  -2.51  -1.02  -1.57  -4.21  -4.59  -6.87  -7.91  -6.37  -6.57  -3.69  -5.26  -1.03    1     
2025   43  -2.55  -1.02  -1.59  -4.29  -4.68  -7.00  -8.06  -6.49  -6.70  -3.75  -5.36  -1.03    1     
2026   43  -2.59  -1.03  -1.61  -4.37  -4.77  -7.14  -8.22  -6.62  -6.83  -3.82  -5.46  -1.04    1     
2022   45   0.00   0.00   0.00   0.00   0.00  -1.76  -1.80  -1.76  -1.74  -1.71  -1.67  -1.55    1     Usos_Consuntivos - JUPIA
2023   45  -1.57  -1.59  -1.57  -1.77  -1.68  -1.78  -1.83  -1.78  -1.76  -1.73  -1.68  -1.57    1     
2024   45  -1.59  -1.61  -1.59  -1.79  -1.70  -1.80  -1.85  -1.80  -1.78  -1.75  -1.70  -1.58    1     
2025   45  -1.60  -1.62  -1.60  -1.81  -1.72  -1.82  -1.87  -1.82  -1.80  -1.76  -1.72  -1.60    1     
2026   45  -1.62  -1.64  -1.62  -1.83  -1.73  -1.84  -1.89  -1.84  -1.82  -1.78  -1.74  -1.61    1     
2022   46   0.00   0.00   0.00   0.00   0.00 -18.99 -20.24 -22.26 -18.67 -19.88  -8.37  -7.25    1     Usos_Consuntivos - P. PRIMAVERA
2023   46  -7.41  -6.16 -11.29 -16.86 -10.33 -19.36 -20.65 -22.72 -19.03 -20.28  -8.47  -7.32    1     
2024   46  -7.48  -6.20 -11.45 -17.17 -10.47 -19.73 -21.05 -23.17 -19.39 -20.67  -8.56  -7.38    1     
2025   46  -7.54  -6.23 -11.62 -17.48 -10.61 -20.10 -21.45 -23.63 -19.75 -21.07  -8.65  -7.44    1     
