NUM   TIPO   MODIF  MI ANOI MF ANOF
XXXX XXXXX XXXXXXXX XX XXXX XX XXXX
  46 GTMIN    79.85  6 2025  6 2025  
  46 GTMIN    81.09  7 2025 11 2025  
  46 GTMIN    79.85  6 2026  6 2026  
  46 GTMIN    81.09  7 2026 11 2026  
 240 POTEF   604.52  8 2025          NT BARCARENA
 240 GTMIN   580.83  8 2025 12 2025  
 240 GTMIN   580.83  7 2026          
 228 POTEF     5.54  8 2024          O. CANOAS 1
 228 GTMIN     2.25  8 2024          
 116 POTEF    56.28  6 2022          PARNAIBA IV
 116 FCMAX   100.00  6 2022  6 2026  
 116 TEIFT     0.00  6 2022  7 2022  
 116 IPTER    13.79  1 2026  6 2026  
 116 FCMAX    96.01  7 2026          
 116 IPTER     4.30  7 2026          
 116 TEIFT     5.50  7 2026          
 239 POTEF   385.75  1 2024          PARNAIBA V
 207 POTEF    73.40  6 2022          PONTA NEGRA
 207 FCMAX    87.19  6 2022  7 2022  
 207 TEIFT     0.00  6 2022  7 2022  
 207 GTMIN    63.99  6 2022  7 2022  
 207 FCMAX    89.92  8 2022          
 207 IPTER     0.53  8 2022          
 207 GTMIN    64.00  8 2022          
 176 POTEF   360.14  6 2022          PORTO ITAQUI
 176 FCMAX   100.00  6 2022          
 176 TEIFT     0.00  6 2022  7 2022  
 209 POTEF    93.04  6 2022          TAMBAQUI
 209 FCMAX    67.71  6 2022  7 2022  
 209 TEIFT     0.00  6 2022  7 2022  
 209 GTMIN    62.99  6 2022  4 2025  
 209 FCMAX    70.54  8 2022  4 2025  
 209 FCMAX     0.00  5 2025          
