 POST        USINA       JAN       FEV       MAR       ABR       MAI       JUN       JUL       AGO       SET       OUT       NOV       DEZ
 XXXX XXXXXXXXXXXX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX
MESPLAN =    6     ANOPLAN = 2022
  278                 317.00    393.00    347.00    117.00     51.00     50.00     46.00     41.00     39.00     77.00    168.00    293.00
  279                 540.00   1189.00   1388.00    794.00    335.00    170.00     62.00     29.00     36.00     48.00    270.00    608.00
  280                1365.00   1466.00   2403.00   2901.00   2324.00   2094.00   1481.00   1039.00    628.00    396.00    441.00    799.00
  281                  83.00     95.00     85.00     75.00     67.00     65.00     61.00     60.00     58.00     68.00     73.00     85.00
  282                  83.00     92.00     80.00     71.00     58.00     59.00     55.00     55.00     54.00     66.00     78.00     77.00
  283                 155.00    155.00     55.00     37.00     28.00     10.00      8.00      8.00      8.00     11.00     81.00    294.00
  284                  48.00     34.00     80.00    155.00    684.00    372.00    163.00    127.00    391.00    324.00    103.00     47.00
  285               19407.00  25090.00  27171.00  26569.00  17003.00  18741.00  10568.00   4668.00   3751.00   3744.00   7394.00  18026.00
  286                  15.00     15.00     66.00    157.00    181.00     32.00     32.00     17.00     46.00    138.00     53.00     16.00
  287               19772.00  25137.00  27307.00  26981.00  17338.00  19257.00  10893.00   4895.00   3876.00   3854.00   7477.00  18108.00
  288               19711.00  20273.00  23805.00  21934.00  12378.00   5025.00   2312.00   1147.00    841.00    921.00   2761.00   8022.00
  289                  55.00     60.00     52.00     47.00     38.00     39.00     36.00     36.00     35.00     44.00     52.00     51.00
  290                1028.00   1463.00   2775.00   3788.00   4185.00   3192.00   2406.00   1847.00   1036.00    642.00    668.00    758.00
  291                 414.00    856.00    896.00    557.00    265.00    172.00    102.00     57.00     48.00     44.00    132.00    304.00
  292               13900.00  13900.00  13900.00  13900.00   9478.00   3425.00   1212.00    247.00     91.00    221.00   1961.00   7122.00
  293                7191.00   7792.00  11571.00   9569.00   3766.00   1952.00   1262.00    980.00    809.00    764.00    993.00   1462.00
  294                 168.00    181.00    168.00    133.00    104.00     97.00     89.00     84.00     80.00    108.00    148.00    160.00
  295                  68.00     84.00     80.00     67.00     61.00     62.00     58.00     56.00     56.00     57.00     69.00     63.00
  296                  33.00     42.00     43.00     36.00     31.00     33.00     31.00     30.00     29.00     31.00     35.00     33.00
  297                1375.00   1478.00   2417.00   2926.00   2343.00   2114.00   1493.00   1048.00    634.00    399.00    445.00    804.00
  298                 160.00    160.00    160.00    160.00    119.00     82.00     65.00     65.00     60.00    130.00    146.00    160.00
  299                1049.00   1352.00    480.00    472.00    279.00    201.00    147.00    141.00    134.00    318.00    359.00    486.00
  300                   0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  301                  43.00     23.00     33.00     26.00     14.00     13.00     12.00     14.00     13.00     24.00     18.00     30.00
  302                5811.00   6373.00   9905.00   8034.00   2900.00   1600.00   1100.00    900.00    750.00    700.00    800.00    900.00
  303                  51.00     51.00     42.00     51.00     18.00     10.00      6.00      6.00      7.00     13.00     22.00     48.00
  304                   7.00      0.00      0.00     17.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  306                 195.00    195.00    186.00    195.00    162.00     96.00     73.00     74.00     69.00    147.00    166.00    192.00
  313                 320.00    358.00    362.00    280.00    196.00    154.00    129.00    112.00    115.00    142.00    184.00    258.00
  314                1108.00   1425.00    511.00    504.00    300.00    215.00    158.00    151.00    143.00    340.00    384.00    518.00
  315                 197.00    182.00    169.00    207.00    145.00     86.00     67.00     68.00     62.00    134.00    151.00    175.00
  316                 190.00    182.00    169.00    190.00    145.00     86.00     67.00     68.00     62.00    134.00    151.00    175.00
  317                  17.00      7.00      0.00     24.00     10.00      0.00      0.00      0.00      0.00      0.00      0.00      2.00
  318                 108.00     65.00     87.00     58.00     37.00     35.00     32.00     36.00     33.00     57.00     45.00     69.00
  319                  98.00     60.00     80.00     53.00     33.00     32.00     29.00     33.00     30.00     51.00     42.00     62.00
  320                  53.00     28.00     40.00     32.00     17.00     16.00     14.00     17.00     16.00     30.00     22.00     37.00
