dates;SE;S;NE;N
2017-05-01;40011.6;14341.14;1651.27;13370.58
2017-06-01;34857.69;28397;1534.59;6492.16
2017-07-01;20579.14;4232.37;1268.88;3093.63
2017-08-01;17546.49;5171.9;1201.21;1730.65
2017-09-01;13056.95;2703.64;1022.29;1196.59
2017-10-01;16222.4;10886.79;855.3;1051.93
2017-11-01;32044.27;11997.23;1608.53;2096.98
2017-12-01;45640.01;6492.05;5849.76;6452.29
2018-01-01;64058.37;14289.82;5413.62;9951.95
2018-02-01;59850.21;7260.84;6754.02;22406.43
2018-03-01;61966.47;6724.99;8002.53;26567.25
2018-04-01;49663.69;6072.4;5556.62;27998.98
2018-05-01;31460.99;3088.47;2460.7;16571.63
2018-06-01;25013.91;5052.32;1731.31;7316.87
2018-07-01;18043.48;6521.03;1489.41;3779.47
2018-08-01;17135.1;4792.63;1336.04;2242.76
2018-09-01;16381.42;11746.5;1276.19;1651.08
2018-10-01;25815.59;16079.66;1415.81;1428.58
2018-11-01;40850.33;10635.68;3802.07;2801.19
2018-12-01;46328.29;5902.04;8736.37;9302.07
2019-01-01;42697;7468.7;5179.26;12401.6
2019-02-01;46987.07;6745;3654.66;14996.58
2019-03-01;67314.44;9504.82;6240.26;23107.44
2019-04-01;53439;6652.47;6429;27194.6
2019-05-01;39115.32;14025.99;4044.06;18902.86
2019-06-01;31508.47;16356.2;2370.23;9330.5
2019-07-01;22186.06;7060.83;1872.03;4484.5
2019-08-01;16492.7;2855.26;1629.04;2485.11
2019-09-01;13905.9;3274.39;1307.96;1557.59
2019-10-01;14065.4;5367.14;1024.16;1763.29
2019-11-01;19739.07;9331.74;1297.49;2610.06
2019-12-01;39750.13;4488.28;4716.01;4428.24
2020-01-01;49491.64;3391.7;6104.2;9561.08
2020-02-01;74680.84;2718.49;11763.36;17319.03
2020-03-01;71249.33;1849.77;13678.35;29823.55
2020-04-01;48016.2;1022.83;11753.79;30874.25
2020-05-01;32044.65;1736.63;5592.16;24203.46
2020-06-01;25201.04;7119.49;3418.92;11391.67
2020-07-01;20605.63;13303.94;2444.37;4967.47
2020-08-01;17606.03;9821.03;2198.02;2421.7
2020-09-01;13228.83;5076.32;1745.15;1760.93
2020-10-01;12376.85;2766.43;1822.48;1362.86
2020-11-01;19077.55;2048.05;4713.22;3485.2
2020-12-01;30619.19;6968.6;4517.92;4749.6
2021-01-01;46177.41;11618.45;6103.86;8539.9
2021-02-01;51615.93;10071.93;6022.27;16646.38
2021-03-01;52336.4;4959.51;9855.85;29862.88
2021-04-01;35120.04;2273.18;4107;24188.15
2021-05-01;25502.59;2507.44;2683.49;18217.71
2021-06-01;21774.17;6190.24;1596.91;7815.25
2021-07-01;15861.46;4589.83;1613.65;4270.05
2021-08-01;12369.54;3203.13;1359.64;2491.04
2021-09-01;11140.47;7626.97;1265.46;1813.39
2021-10-01;22175.29;12194.9;1311.84;2060.31
2021-11-01;29532.57;5244.87;4133.94;6020.97
2021-12-01;42920.59;2151.69;9872.92;15771.48
2022-01-01;71393.61719;2803.9021;19137.13281;34793.32813
2022-02-01;76408.16406;2739.539063;22047.54297;30398.63477
2022-03-01;52551.96484;6891.801758;17222.75586;32662.64453
2022-04-01;40557.43359;10112.66699;7236.74707;28648.2168
2022-05-01;26960.3457;18803.81641;3641.988037;16165.97754
2022-06-01;24224.96094;24450.4707;2935.187988;8488.540039
2022-07-01;16810.39648;7841.702148;2616.458984;4518.602051
2022-08-01;15855.53711;12549.04102;2117.0979;2676.525879
2022-09-01;16114.25684;9749.171875;1998.465942;1809.154053
2022-10-01;24561.88086;21167.1582;1953.655029;1695.603027
2022-11-01;24616.35938;7783.602051;4022.301025;3823.001953
2022-12-01;42680.69531;8135.274902;9394.870117;10228.41992
2023-01-01;77841.17969;7115.966797;14460.2959;20352.73242
2023-02-01;73924.88281;7204.786133;13847.90039;22389.0625
2023-03-01;71116.75781;8086.680176;7841.49707;27647.74805
2023-04-01;55159.87891;6183.519043;4286.470215;28234.86133
2023-05-01;36569.25781;5272.928223;3759.475098;18802.22852
2023-06-01;30862.03906;8244.96582;2329.188965;8025.952148
2023-07-01;22869.69336;16145.92773;2204.764893;4039.863037
2023-08-01;18553.69336;8120.669922;2162.840088;2182.715088
